id,name,artist_id,monthly_listeners,album_id
2111,Activity bring police,173,420503,470
2112,Similar activity,82,197544,813
2113,Church but build mission,322,1296088,77
2114,Join benefit site,333,1813901,521
2115,Shake summer,45,1083736,24
2116,Relate ago,335,1318509,15
2117,Over little,20,159253,676
2118,Recognize herself brother,448,670745,525
2119,Move,221,1918605,347
2120,Chance teach,123,1115217,172
2121,Rather scientist management,234,1880255,869
2122,Eye accept,221,1660537,327
2123,All outside local,323,1280898,712
2124,System off science,339,268688,485
2125,Peace public,3,772143,489
2126,Down point,182,407491,462
2127,Possible,206,1810225,378
2128,Station two,320,588536,588
2129,Weight ago,40,297694,164
2130,Rate fire exist,59,1889701,372
2131,Institution need once,439,916356,573
2132,Move democratic,62,1462433,1000
2133,Himself whom on,132,1252397,977
2134,Many production,60,781237,424
2135,Two account movement,372,1916029,757
2136,Man claim adult,331,1327325,477
2137,Candidate simply,122,497389,382
2138,Because nation speak,479,51713,155
2139,Century visit,107,1463182,257
2140,Bad single player same,96,1387123,756
2141,Would others job,347,845898,674
2142,Leader show a,414,1577845,68
2143,Late,235,1976573,344
2144,Simple for,386,989722,277
2145,Ten together,62,1951639,673
2146,Good take,256,1430958,391
2147,Increase big,49,96335,449
2148,Computer budget necessary,393,108441,259
2149,Policy though,348,1066560,307
2150,Force product seem,159,1699444,847
2151,Yourself so,124,898748,95
2152,Success event,482,416976,950
2153,Accept letter,317,657884,464
2154,Available hit well,207,643742,970
2155,Get song single,48,1098978,246
2156,Cold option network,409,92656,733
2157,Speech perhaps mission,420,66614,635
2158,East together,136,167963,187
2159,Evening live,201,354153,774
2160,Drop create,250,434048,925
2161,Approach popular pull,314,1357556,785
2162,Find relationship represent threat,357,1980442,373
2163,Cultural position whose,368,988938,572
2164,Response,429,784077,406
2165,Follow those,318,937066,408
2166,Lay now goal,295,983014,125
2167,Look show fight,480,1704913,337
2168,Skill why out,314,863839,341
2169,Ground,500,795042,563
2170,Law adult coach,209,1683245,178
2171,Step chair,355,1535710,651
2172,Employee well,485,1065367,952
2173,Commercial artist hold on,211,1107623,839
2174,Condition both feel,192,1543640,170
2175,Per black character,44,235898,39
2176,Everyone you reduce long,29,462122,69
2177,Training place,59,676025,236
2178,Picture moment relationship,71,71246,560
2179,Light company,92,1246512,381
2180,Happy court commercial,265,1284531,57
2181,Road,383,349292,277
2182,Language sometimes,220,571178,850
2183,Scene street,390,1449586,99
2184,Spend media lay,413,1606752,916
2185,Heavy religious Congress,442,1187397,527
2186,Party door,401,571819,325
2187,His spring nature,400,1951660,461
2188,Address step peace,215,808040,179
2189,Purpose company,479,344130,844
2190,Month whole draw,387,1038886,574
2191,Administration research there these,277,347140,119
2192,Mother animal help,64,1629881,469
2193,Lay economic,346,1546739,549
2194,Reveal machine,292,58676,646
2195,Dark drive,490,1585424,455
2196,Value model himself,485,1497193,26
2197,Much long,245,1100044,490
2198,Everything former,470,1034388,8
2199,Case partner too,62,688823,969
2200,Either I sport,426,950167,987
2201,National rest report,332,987210,516
2202,Able analysis,170,452989,533
2203,Down,445,820555,927
2204,Member military drive art,269,1668210,149
2205,Admit eight force,267,666078,488
2206,Them participant,54,1045281,25
2207,Truth mention will,16,718997,999
2208,Itself simple,8,1836036,655
2209,Ability civil bring,104,980874,757
2210,Itself space business,59,48599,931
2211,Include born,313,149469,945
2212,Just usually,40,241270,555
2213,Republican send,237,1094982,425
2214,General free,443,1883665,293
2215,Perform,386,1117136,185
2216,Book loss practice,94,517394,554
2217,Hundred political herself all,222,1678007,431
2218,Pm item,204,521112,604
2219,Worker magazine technology many,138,1194151,317
2220,Lay,300,1104519,398
2221,Bit wonder television any,395,1125415,324
2222,Should social event,207,607962,565
2223,Deal nation sit,336,550633,596
2224,Realize recognize far,81,1299071,546
2225,Society audience this,218,1099966,76
2226,Least toward,2,1799977,865
2227,Analysis as condition upon,178,322701,920
2228,Material despite main,396,983558,916
2229,Three law five,371,1051482,709
2230,Policy challenge professor,346,958671,486
2231,Commercial effort,279,533249,798
2232,Well capital another,146,1206788,88
2233,Forget seem reach,318,906721,747
2234,Measure good new,224,190773,232
2235,Kind,369,1389287,7
2236,Property cover,384,343808,804
2237,Worker chance,62,1130775,550
2238,Professor feeling,294,1834792,976
2239,Interview go,239,100764,52
2240,Pretty country once,195,1171933,655
2241,Relationship spend rise bank,166,1392449,942
2242,Pay,451,422777,919
2243,Study bill contain,222,313712,396
2244,Important admit expect lawyer,61,896781,221
2245,Staff together no,129,860734,428
2246,Affect account lot,478,1013884,752
2247,Interest,173,1668832,143
2248,Mother war environmental,480,161576,861
2249,Beautiful investment admit,156,1952124,363
2250,Such painting never,405,1873154,382
2251,Own,378,1614161,561
2252,Blood social if it,110,611682,277
2253,Yard low tough just,269,914605,271
2254,Reflect second risk little,411,913374,14
2255,Field cell tell,356,1511399,298
2256,Can even,391,17939,464
2257,Alone fear,278,444931,527
2258,More poor,74,307604,234
2259,Weight voice,487,200294,575
2260,Watch issue,437,931170,708
2261,Miss stop,463,63119,27
2262,Serious operation accept,207,691681,471
2263,Seem race truth,388,1968859,93
2264,Box share arm,480,1193834,617
2265,Voice buy up,279,1459251,309
2266,Fund myself,375,1004750,52
2267,Process possible,326,1268403,319
2268,View data,472,1316777,969
2269,How politics concern,340,979167,181
2270,Key news,357,150805,569
2271,Minute computer,340,1855165,120
2272,Probably,204,1871038,820
2273,Benefit moment recognize police,161,151685,875
2274,Nation nation small could,28,1682476,43
2275,Deep work,392,378224,647
2276,Special suddenly finish,257,1919036,885
2277,Resource line,165,480498,938
2278,Risk institution,63,1185836,260
2279,Piece bit,22,239178,197
2280,Sport their,70,260418,645
2281,Medical couple hospital,381,30680,971
2282,Room him,405,235433,255
2283,Whatever today,96,365446,732
2284,Section,163,468616,336
2285,This people very,79,449934,553
2286,Candidate,5,561733,502
2287,Cell company see,316,1048725,990
2288,Throughout read prepare,120,1579660,900
2289,Ahead meet interest,302,1883226,255
2290,Save claim,178,1744067,514
2291,Any standard,176,1450915,707
2292,General onto brother,390,664582,242
2293,Wall official let,217,811506,149
2294,Issue respond professional,56,1952096,710
2295,Stock name chance,366,1472617,299
2296,Our physical various,187,824271,757
2297,Positive under our,232,1943120,850
2298,Cold involve spend,255,914946,620
2299,Various chance analysis,413,593610,453
2300,Heart turn,455,843753,393
2301,Campaign the treatment,104,1804110,212
2302,Cost appear,77,1021004,668
2303,Might discuss himself soon,230,1683964,538
2304,Art Mr,402,1572897,594
2305,Marriage it place,258,420204,595
2306,Young PM nation,264,822939,131
2307,Brother consumer,331,100244,329
2308,Must well,481,1541436,612
2309,Interview,182,388932,256
2310,Go news,381,1406971,479
2311,Whether approach expect,256,1859814,561
2312,Bank wonder,38,1179940,913
2313,Sport quality,176,1872909,63
2314,Who chance size,27,1459835,311
2315,Your individual,276,1518553,407
2316,Should other before,140,403968,802
2317,Prevent develop follow,299,1249641,105
2318,See,445,1747552,617
2319,Various while,287,53127,837
2320,War cold,91,993281,15
2321,Method land land,480,1836461,687
2322,Affect not just,61,862864,259
2323,Mouth cup reveal direction,458,1958880,723
2324,Product bit side,451,1661226,412
2325,Whatever strong day,365,1322696,259
2326,Six project,347,1688040,614
2327,Sign traditional,163,100122,260
2328,Again administration development,351,333548,856
2329,Fight seek travel defense,143,1393652,671
2330,More prove second,400,622458,45
2331,Serious pattern want,253,1389427,955
2332,Daughter range,269,1532439,813
2333,Participant buy,369,1267488,763
2334,Mrs often,291,1822042,331
2335,Process,500,1285427,165
2336,President where,459,1405509,193
2337,Believe safe water discuss,187,621804,521
2338,Soldier nor,405,1969097,401
2339,Mrs main,499,1581821,374
2340,Impact compare because,438,508750,65
2341,Method instead stand,459,1157300,387
2342,Staff approach reveal,414,399008,495
2343,Gas particular also,304,1324957,794
2344,Word offer,291,1887594,693
2345,Develop employee dog,86,1000291,415
2346,General rate,166,1855260,794
2347,Past organization,415,1453499,791
2348,Safe develop,462,1739142,30
2349,Concern,408,1577407,266
2350,Congress mind call,114,700495,328
2351,Account soldier thought,433,248541,492
2352,Sort,480,1032328,217
2353,Mean sell,356,629935,320
2354,Man black,416,1608895,918
2355,While want throughout,183,175001,399
2356,Chair reveal open,207,1377467,891
2357,Easy five Mrs middle,256,1500643,105
2358,Whatever stuff television,235,318455,696
2359,Single,442,506329,330
2360,Same,355,1810267,660
2361,Six state,3,66867,617
2362,Decision boy lay,208,89780,47
2363,Day help federal herself,197,1106772,599
2364,Former great human,341,598993,821
2365,Cut away agent,125,845326,949
2366,Others argue,138,875072,641
2367,While answer activity ok,339,501653,770
2368,Eat court security,25,277735,314
2369,Choice life account,68,1671111,147
2370,Upon discuss seven,61,1753829,958
2371,Choice member,29,1727,462
2372,Sell hour condition,383,1988439,584
2373,Family appear,19,1093398,486
2374,Artist data school man,171,1020051,652
2375,Reason home,450,1415119,410
2376,Despite already,74,1161689,27
2377,Base to see,61,1269182,29
2378,Involve writer smile,427,393575,271
2379,Factor catch court audience,153,1978009,686
2380,Reveal without present,276,391732,501
2381,Public few,48,1633955,253
2382,Start result bank discussion,211,474594,385
2383,Say,343,155591,60
2384,Method billion father,408,1460185,107
2385,So theory,139,1255179,220
2386,Customer six,110,1930200,441
2387,Doctor foreign,482,180006,771
2388,Vote,183,1024300,883
2389,Expert,28,1422525,658
2390,Become history action,197,999607,564
2391,Message live end,191,1209488,572
2392,Growth gas,315,1954097,546
2393,Subject few sport,389,614655,96
2394,Clear reason,51,14265,989
2395,Pass their,149,1448216,89
2396,As chance,268,1463417,828
2397,Central public,50,1653486,922
2398,Research fly,388,1734123,231
2399,Us church fire,246,1347649,968
2400,Seek television,113,325036,275
2401,Science scientist,170,676899,246
2402,Remain,468,319774,111
2403,Boy our property owner,166,1271287,234
2404,Mission expert,409,487626,278
2405,Group short upon,14,927719,477
2406,Week,203,1220033,417
2407,Political respond company,288,656313,678
2408,Offer head after,395,612868,128
2409,Country career there officer,189,340606,237
2410,Study that,402,638684,803
2411,While enough,155,1408757,619
2412,Image member movement,55,1144886,128
2413,Ability respond,182,1205656,707
2414,Simple glass game,210,1360648,851
2415,None cost,376,739456,394
2416,Well drug serve,471,1139452,475
2417,Reach parent cup and,75,550264,655
2418,Its,277,1818878,395
2419,Into build history,428,1436704,111
2420,Enter live true stage,133,683986,90
2421,Real or economy,343,361400,763
2422,Citizen establish,425,1412257,280
2423,Design vote threat,59,191861,333
2424,White,345,1971780,224
2425,Power exactly,489,634619,101
2426,Final allow,182,1768581,132
2427,Institution something bad impact,458,252666,13
2428,Town purpose,406,1319246,457
2429,Market account bar,339,629151,441
2430,Medical early level condition,321,958004,98
2431,Parent whatever,64,1248697,120
2432,Reveal hit way,327,336510,293
2433,Marriage probably,260,998821,816
2434,Quality,193,453333,711
2435,Wait,143,1105672,1
2436,Final crime dog than,104,1712846,572
2437,Property generation must,460,858617,250
2438,Tax great,406,51248,652
2439,Animal phone,214,1255304,149
2440,Main visit accept,242,1969031,395
2441,Fund difference,431,983716,44
2442,Teach art since you,209,80888,883
2443,World shoulder,93,1255930,698
2444,Control history film,430,241346,620
2445,Where serve,142,619821,44
2446,There huge under,434,42954,78
2447,Federal,404,352863,226
2448,Student after,434,665164,162
2449,Stuff company,112,1797641,793
2450,Cut while,417,263739,253
2451,Society various entire,375,1341312,132
2452,Most official,59,1614507,448
2453,Theory visit understand,43,1304369,884
2454,Crime truth sell,207,325809,887
2455,Though send,268,939327,474
2456,Theory process product agreement,296,269116,656
2457,Standard college,118,1327602,778
2458,Natural former,20,1771330,109
2459,Spring statement social,222,465271,706
2460,Former despite different,166,1728705,35
2461,Beautiful Mrs,131,550308,467
2462,Heart new chance,156,961252,902
2463,Word election,184,365765,275
2464,Church beat,90,1921382,187
2465,Idea experience resource,94,45912,949
2466,Mean yard manager benefit,13,13879,243
2467,Also article,461,559086,264
2468,Few practice,322,1681655,974
2469,Own stay high,293,1532618,522
2470,Mrs other manager forward,433,702433,963
2471,Glass environmental,230,1387511,678
2472,Money with,322,1902991,541
2473,For create,292,488947,783
2474,Democrat today lawyer,438,659210,87
2475,Unit consider product,26,160472,535
2476,Above event,75,799385,210
2477,Alone deep discover,456,631698,46
2478,Ability cause,364,1699019,467
2479,Environmental hand whether,424,1204183,540
2480,Food simple,299,1780472,26
2481,Week term,150,1517831,266
2482,Citizen picture require,148,1302288,175
2483,Trouble,8,1917037,516
2484,Bring contain,29,1053631,311
2485,News again force,296,301314,322
2486,Cultural develop interest,474,1043835,579
2487,Budget end,414,230016,135
2488,Method step race expert,209,1812521,55
2489,Pick nearly president,128,1935984,976
2490,Claim score few partner,340,1339971,543
2491,Pay safe,116,1971612,586
2492,Policy offer wish,439,661284,531
2493,General full her,144,1097613,156
2494,Stay eat a,430,93115,849
2495,Always whatever prepare,318,1913934,668
2496,Hear check,235,1521608,147
2497,Marriage positive economy,7,483870,485
2498,Floor,464,1119976,599
2499,Foreign amount wife,45,1673389,20
2500,Team Democrat reveal,443,364308,269
2501,Practice she,239,1273033,333
2502,Past speech,440,1798038,555
2503,Rate action still,432,142774,907
